Date,Hour,Latitude,Longitude,Magnitude,Depth,Location,Area
2020/04/07,22:36:00,38.3867,39.2477,1.9,8.0,Elazığ,Doğu Anadolu Bölgesi
2020/04/07,21:16:07,38.3495,38.7937,1.4,17.9,Malatya,Doğu Anadolu Bölgesi
2020/04/07,20:24:31,37.6127,30.0608,2.3,5.0,Burdur,Akdeniz Bölgesi
2020/04/07,19:58:18,38.5412,43.2775,1.6,4.9,Van,Doğu Anadolu Bölgesi
2020/04/07,19:09:39,38.1720,28.8572,2.5,5.6,Denizli,Ege Bölgesi
2020/04/07,18:51:42,38.1823,28.8543,2.5,8.4,Denizli,Ege Bölgesi
2020/04/07,18:50:01,38.2047,28.8498,2.5,7.8,Denizli,Ege Bölgesi
2020/04/07,17:59:52,38.9988,27.9338,1.8,11.3,Manisa,Ege Bölgesi
2020/04/07,15:25:34,38.1970,28.8270,1.5,5.1,Denizli,Ege Bölgesi
2020/04/07,15:13:35,40.8972,30.6813,2.2,5.4,Sakarya,Marmara Bölgesi
2020/04/07,14:56:26,38.1873,28.8370,2.5,4.1,Denizli,Ege Bölgesi
2020/04/07,12:45:12,36.6505,36.2000,2.1,5.2,İskenderun,Akdeniz Bölgesi
2020/04/07,12:13:08,38.6835,27.7332,1.6,3.0,Manisa,Ege Bölgesi
2020/04/07,11:33:42,37.0028,27.7982,1.7,8.4,Muğla,Ege Bölgesi
2020/04/07,11:23:22,37.2923,28.0607,1.5,0.0,Muğla,Ege Bölgesi
2020/04/07,10:12:13,38.4220,39.2903,2.2,8.6,Elazığ,Doğu Anadolu Bölgesi
2020/04/07,09:35:53,35.9877,27.1627,2.5,5.3,Mersin,Akdeniz Bölgesi
2020/04/07,08:22:20,37.2380,28.0927,2.0,0.0,Muğla,Ege Bölgesi
2020/04/07,05:49:54,39.1238,27.7892,2.9,10.7,Manisa,Ege Bölgesi
2020/04/07,05:06:44,36.3130,27.6587,2.5,69.7,Mersin,Akdeniz Bölgesi
2020/04/07,04:29:15,37.8687,29.2373,1.8,8.2,Denizli,Ege Bölgesi
2020/04/07,03:49:53,40.1588,31.7317,1.5,3.6,Ankara,İç Anadolu Bölgesi
2020/04/07,03:02:55,39.0552,28.0270,1.8,5.1,Manisa,Ege Bölgesi
2020/04/07,02:37:41,36.0065,27.0327,2.0,4.4,Mersin,Akdeniz Bölgesi
2020/04/07,01:53:23,37.3860,35.9867,1.3,3.0,Osmaniye,Akdeniz Bölgesi
2020/04/07,00:43:00,38.2740,38.8033,2.1,4.0,Malatya,Doğu Anadolu Bölgesi
2020/04/07,00:39:21,38.9635,27.8880,1.4,2.3,Manisa,Ege Bölgesi
